Department	shift_date	shift_type	Main_Profession	Subclass_Role	Staff_Count
Ογκολογία	2026-05-11	Morning	Doctor	Ογκολογία	2
Ογκολογία	2026-05-11	Morning	Doctor	Αιματολογία	1
Ογκολογία	2026-05-11	Morning	Nurse	Προϊστάμενος	2
Ογκολογία	2026-05-11	Morning	Nurse	Νοσηλευτής	3
Ογκολογία	2026-05-11	Morning	Nurse	Βοηθός Νοσηλευτή	1
Ορθοπεδική	2026-05-11	Morning	Admin	Γραμματέας	2
Ορθοπεδική	2026-05-11	Morning	Doctor	Ορθοπεδική	2
Ορθοπεδική	2026-05-11	Morning	Doctor	Ρευματολογία	1
Ορθοπεδική	2026-05-11	Morning	Nurse	Βοηθός Νοσηλευτή	2
Ορθοπεδική	2026-05-11	Morning	Nurse	Προϊστάμενος	2
Ορθοπεδική	2026-05-11	Morning	Nurse	Νοσηλευτής	2
Πνευμονολογία	2026-05-11	Morning	Admin	Υπεύθυνος Προμηθειών	1
Πνευμονολογία	2026-05-11	Morning	Admin	Λογιστής	1
Πνευμονολογία	2026-05-11	Morning	Doctor	Πνευμονολογία	2
Πνευμονολογία	2026-05-11	Morning	Doctor	Μολυσματολογία	1
Πνευμονολογία	2026-05-11	Morning	Nurse	Προϊστάμενος	2
Πνευμονολογία	2026-05-11	Morning	Nurse	Νοσηλευτής	3
Πνευμονολογία	2026-05-11	Morning	Nurse	Βοηθός Νοσηλευτή	1
Δερματολογία	2026-05-11	Night	Admin	Λογιστής	2
Δερματολογία	2026-05-11	Night	Doctor	Δερματολογία	1
Δερματολογία	2026-05-11	Night	Doctor	Παθολογία	2
Δερματολογία	2026-05-11	Night	Nurse	Προϊστάμενος	3
Δερματολογία	2026-05-11	Night	Nurse	Νοσηλευτής	3
Επείγοντα	2026-05-11	Night	Admin	Διαχειριστής	2
Επείγοντα	2026-05-11	Night	Doctor	Παιδιατρική	1
Επείγοντα	2026-05-11	Night	Doctor	Παθολογία	1
Επείγοντα	2026-05-11	Night	Doctor	Καρδιολογία	1
Επείγοντα	2026-05-11	Night	Nurse	Προϊστάμενος	2
Επείγοντα	2026-05-11	Night	Nurse	Νοσηλευτής	4
Καρδιολογία	2026-05-11	Night	Admin	Γραμματέας	2
Καρδιολογία	2026-05-11	Night	Doctor	Παθολογία	2
Καρδιολογία	2026-05-11	Night	Doctor	Καρδιολογία	1
Καρδιολογία	2026-05-11	Night	Nurse	Νοσηλευτής	3
Καρδιολογία	2026-05-11	Night	Nurse	Προϊστάμενος	3
Μαιευτική	2026-05-11	Night	Admin	Γραμματέας	1
Μαιευτική	2026-05-11	Night	Admin	Υπεύθυνος Προμηθειών	1
Μαιευτική	2026-05-11	Night	Doctor	Μαιευτική-Γυναικολογία	2
Μαιευτική	2026-05-11	Night	Doctor	Γυναικολογία	1
Μαιευτική	2026-05-11	Night	Nurse	Νοσηλευτής	2
Μαιευτική	2026-05-11	Night	Nurse	Προϊστάμενος	1
Μαιευτική	2026-05-11	Night	Nurse	Βοηθός Νοσηλευτή	3
ΜΕΘ	2026-05-11	Night	Admin	Γραμματέας	2
ΜΕΘ	2026-05-11	Night	Doctor	Καρδιολογία	2
ΜΕΘ	2026-05-11	Night	Doctor	Αναισθησιολογία	1
ΜΕΘ	2026-05-11	Night	Nurse	Νοσηλευτής	4
ΜΕΘ	2026-05-11	Night	Nurse	Προϊστάμενος	2
Νευρολογία	2026-05-11	Night	Admin	Γραμματέας	2
Νευρολογία	2026-05-11	Night	Doctor	Ψυχιατρική	2
Νευρολογία	2026-05-11	Night	Doctor	Νευρολογία	1
Νευρολογία	2026-05-11	Night	Nurse	Βοηθός Νοσηλευτή	1
Νευρολογία	2026-05-11	Night	Nurse	Προϊστάμενος	4
Νευρολογία	2026-05-11	Night	Nurse	Νοσηλευτής	1
Νεφρολογία	2026-05-11	Night	Admin	Διαχειριστής	1
Νεφρολογία	2026-05-11	Night	Admin	Υπεύθυνος Προμηθειών	1
Νεφρολογία	2026-05-11	Night	Doctor	Παθολογία	2
Νεφρολογία	2026-05-11	Night	Doctor	Νεφρολογία	1
Νεφρολογία	2026-05-11	Night	Nurse	Νοσηλευτής	3
Νεφρολογία	2026-05-11	Night	Nurse	Προϊστάμενος	2
Νεφρολογία	2026-05-11	Night	Nurse	Βοηθός Νοσηλευτή	1
Ογκολογία	2026-05-11	Night	Admin	Υπεύθυνος Προμηθειών	2
Ογκολογία	2026-05-11	Night	Doctor	Ογκολογία	1
Ογκολογία	2026-05-11	Night	Doctor	Αιματολογία	2
Ογκολογία	2026-05-11	Night	Nurse	Προϊστάμενος	3
Ογκολογία	2026-05-11	Night	Nurse	Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-11	Night	Nurse	Νοσηλευτής	1
Ορθοπεδική	2026-05-11	Night	Admin	Γραμματέας	1
Ορθοπεδική	2026-05-11	Night	Admin	Διαχειριστής	1
Ορθοπεδική	2026-05-11	Night	Doctor	Ρευματολογία	2
Ορθοπεδική	2026-05-11	Night	Doctor	Ορθοπεδική	1
Ορθοπεδική	2026-05-11	Night	Nurse	Προϊστάμενος	3
Ορθοπεδική	2026-05-11	Night	Nurse	Νοσηλευτής	2
Ορθοπεδική	2026-05-11	Night	Nurse	Βοηθός Νοσηλευτή	1
Ουρολογία	2026-05-11	Night	Admin	Υπεύθυνος Προμηθειών	1
Ουρολογία	2026-05-11	Night	Admin	Γραμματέας	1
Ουρολογία	2026-05-11	Night	Doctor	Χειρουργική	2
Ουρολογία	2026-05-11	Night	Doctor	Ουρολογία	1
Ουρολογία	2026-05-11	Night	Nurse	Νοσηλευτής	6
Οφθαλμολογία	2026-05-11	Night	Admin	Γραμματέας	1
Οφθαλμολογία	2026-05-11	Night	Admin	Διαχειριστής	1
Οφθαλμολογία	2026-05-11	Night	Doctor	Οφθαλμολογία	3
Οφθαλμολογία	2026-05-11	Night	Nurse	Νοσηλευτής	4
Οφθαλμολογία	2026-05-11	Night	Nurse	Προϊστάμενος	2
Παιδιατρική	2026-05-11	Night	Admin	Υπεύθυνος Προμηθειών	1
Παιδιατρική	2026-05-11	Night	Admin	Λογιστής	1
Παιδιατρική	2026-05-11	Night	Doctor	Παιδιατρική	3
Παιδιατρική	2026-05-11	Night	Nurse	Νοσηλευτής	1
Παιδιατρική	2026-05-11	Night	Nurse	Προϊστάμενος	2
Παιδιατρική	2026-05-11	Night	Nurse	Βοηθός Νοσηλευτή	3
Πνευμονολογία	2026-05-11	Night	Admin	Υπεύθυνος Προμηθειών	1
Πνευμονολογία	2026-05-11	Night	Admin	Λογιστής	1
Πνευμονολογία	2026-05-11	Night	Doctor	Πνευμονολογία	3
Πνευμονολογία	2026-05-11	Night	Nurse	Προϊστάμενος	2
Πνευμονολογία	2026-05-11	Night	Nurse	Βοηθός Νοσηλευτή	1
Πνευμονολογία	2026-05-11	Night	Nurse	Νοσηλευτής	3
Χειρουργική	2026-05-11	Night	Admin	Υπεύθυνος Προμηθειών	2
Χειρουργική	2026-05-11	Night	Doctor	Αναισθησιολογία	2
Χειρουργική	2026-05-11	Night	Doctor	Χειρουργική	1
Χειρουργική	2026-05-11	Night	Nurse	Προϊστάμενος	3
Χειρουργική	2026-05-11	Night	Nurse	Βοηθός Νοσηλευτή	3
ΩΡΛ	2026-05-11	Night	Admin	Γραμματέας	1
ΩΡΛ	2026-05-11	Night	Admin	Διαχειριστής	1
ΩΡΛ	2026-05-11	Night	Doctor	Χειρουργική	1
ΩΡΛ	2026-05-11	Night	Doctor	ΩΡΛ	2
ΩΡΛ	2026-05-11	Night	Nurse	Προϊστάμενος	3
ΩΡΛ	2026-05-11	Night	Nurse	Βοηθός Νοσηλευτή	2
ΩΡΛ	2026-05-11	Night	Nurse	Νοσηλευτής	1
Δερματολογία	2026-05-12	Afternoon	Admin	Λογιστής	2
Δερματολογία	2026-05-12	Afternoon	Doctor	Δερματολογία	2
Δερματολογία	2026-05-12	Afternoon	Doctor	Παθολογία	1
Δερματολογία	2026-05-12	Afternoon	Nurse	Νοσηλευτής	2
Δερματολογία	2026-05-12	Afternoon	Nurse	Προϊστάμενος	3
Δερματολογία	2026-05-12	Afternoon	Nurse	Βοηθός Νοσηλευτή	1
Επείγοντα	2026-05-12	Afternoon	Admin	Λογιστής	1
Επείγοντα	2026-05-12	Afternoon	Admin	Διαχειριστής	1
Επείγοντα	2026-05-12	Afternoon	Doctor	Παθολογία	1
Επείγοντα	2026-05-12	Afternoon	Doctor	Καρδιολογία	1
Επείγοντα	2026-05-12	Afternoon	Doctor	Παιδιατρική	1
Επείγοντα	2026-05-12	Afternoon	Nurse	Νοσηλευτής	4
Επείγοντα	2026-05-12	Afternoon	Nurse	Προϊστάμενος	2
Καρδιολογία	2026-05-12	Afternoon	Admin	Γραμματέας	2
Καρδιολογία	2026-05-12	Afternoon	Doctor	Αιματολογία	1
Καρδιολογία	2026-05-12	Afternoon	Doctor	Καρδιολογία	2
Καρδιολογία	2026-05-12	Afternoon	Nurse	Προϊστάμενος	3
Καρδιολογία	2026-05-12	Afternoon	Nurse	Νοσηλευτής	1
Καρδιολογία	2026-05-12	Afternoon	Nurse	Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-12	Afternoon	Admin	Λογιστής	1
Μαιευτική	2026-05-12	Afternoon	Admin	Διαχειριστής	1
Μαιευτική	2026-05-12	Afternoon	Doctor	Γυναικολογία	1
Μαιευτική	2026-05-12	Afternoon	Doctor	Μαιευτική-Γυναικολογία	2
Μαιευτική	2026-05-12	Afternoon	Nurse	Προϊστάμενος	2
Μαιευτική	2026-05-12	Afternoon	Nurse	Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-12	Afternoon	Nurse	Νοσηλευτής	2
ΜΕΘ	2026-05-12	Afternoon	Admin	Λογιστής	1
ΜΕΘ	2026-05-12	Afternoon	Admin	Γραμματέας	1
ΜΕΘ	2026-05-12	Afternoon	Doctor	Αναισθησιολογία	1
ΜΕΘ	2026-05-12	Afternoon	Doctor	Πνευμονολογία	2
ΜΕΘ	2026-05-12	Afternoon	Nurse	Προϊστάμενος	3
ΜΕΘ	2026-05-12	Afternoon	Nurse	Νοσηλευτής	3
Νευρολογία	2026-05-12	Afternoon	Admin	Διαχειριστής	1
Νευρολογία	2026-05-12	Afternoon	Admin	Γραμματέας	1
Νευρολογία	2026-05-12	Afternoon	Doctor	Ψυχιατρική	1
Νευρολογία	2026-05-12	Afternoon	Doctor	Νευρολογία	2
Νευρολογία	2026-05-12	Afternoon	Nurse	Βοηθός Νοσηλευτή	1
Νευρολογία	2026-05-12	Afternoon	Nurse	Νοσηλευτής	3
Νευρολογία	2026-05-12	Afternoon	Nurse	Προϊστάμενος	2
Νεφρολογία	2026-05-12	Afternoon	Admin	Λογιστής	1
Νεφρολογία	2026-05-12	Afternoon	Admin	Γραμματέας	1
Νεφρολογία	2026-05-12	Afternoon	Doctor	Νεφρολογία	3
Νεφρολογία	2026-05-12	Afternoon	Nurse	Νοσηλευτής	1
Νεφρολογία	2026-05-12	Afternoon	Nurse	Προϊστάμενος	3
Νεφρολογία	2026-05-12	Afternoon	Nurse	Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-12	Afternoon	Admin	Γραμματέας	1
Ογκολογία	2026-05-12	Afternoon	Admin	Διαχειριστής	1
Ογκολογία	2026-05-12	Afternoon	Doctor	Ογκολογία	2
Ογκολογία	2026-05-12	Afternoon	Doctor	Αιματολογία	1
Ογκολογία	2026-05-12	Afternoon	Nurse	Νοσηλευτής	3
Ογκολογία	2026-05-12	Afternoon	Nurse	Βοηθός Νοσηλευτή	1
Ογκολογία	2026-05-12	Afternoon	Nurse	Προϊστάμενος	2
Ορθοπεδική	2026-05-12	Afternoon	Admin	Γραμματέας	2
Ορθοπεδική	2026-05-12	Afternoon	Doctor	Ρευματολογία	2
Ορθοπεδική	2026-05-12	Afternoon	Doctor	Ορθοπεδική	1
Ορθοπεδική	2026-05-12	Afternoon	Nurse	Βοηθός Νοσηλευτή	3
Ορθοπεδική	2026-05-12	Afternoon	Nurse	Προϊστάμενος	2
Ορθοπεδική	2026-05-12	Afternoon	Nurse	Νοσηλευτής	1
Ουρολογία	2026-05-12	Afternoon	Admin	Γραμματέας	1
Ουρολογία	2026-05-12	Afternoon	Admin	Διαχειριστής	1
Ουρολογία	2026-05-12	Afternoon	Doctor	Ουρολογία	3
Ουρολογία	2026-05-12	Afternoon	Nurse	Βοηθός Νοσηλευτή	4
Ουρολογία	2026-05-12	Afternoon	Nurse	Νοσηλευτής	2
Οφθαλμολογία	2026-05-12	Afternoon	Admin	Λογιστής	1
Οφθαλμολογία	2026-05-12	Afternoon	Admin	Διαχειριστής	1
Οφθαλμολογία	2026-05-12	Afternoon	Doctor	Χειρουργική	1
Οφθαλμολογία	2026-05-12	Afternoon	Doctor	Οφθαλμολογία	2
Οφθαλμολογία	2026-05-12	Afternoon	Nurse	Βοηθός Νοσηλευτή	1
Οφθαλμολογία	2026-05-12	Afternoon	Nurse	Νοσηλευτής	2
Οφθαλμολογία	2026-05-12	Afternoon	Nurse	Προϊστάμενος	3
Πνευμονολογία	2026-05-12	Afternoon	Admin	Λογιστής	1
Πνευμονολογία	2026-05-12	Afternoon	Admin	Γραμματέας	1
Πνευμονολογία	2026-05-12	Afternoon	Doctor	Πνευμονολογία	3
Πνευμονολογία	2026-05-12	Afternoon	Nurse	Νοσηλευτής	5
Πνευμονολογία	2026-05-12	Afternoon	Nurse	Βοηθός Νοσηλευτή	1
ΩΡΛ	2026-05-12	Afternoon	Admin	Λογιστής	1
ΩΡΛ	2026-05-12	Afternoon	Admin	Υπεύθυνος Προμηθειών	1
ΩΡΛ	2026-05-12	Afternoon	Doctor	ΩΡΛ	3
ΩΡΛ	2026-05-12	Afternoon	Nurse	Νοσηλευτής	5
ΩΡΛ	2026-05-12	Afternoon	Nurse	Προϊστάμενος	1
Δερματολογία	2026-05-12	Morning	Admin	Λογιστής	1
Δερματολογία	2026-05-12	Morning	Admin	Υπεύθυνος Προμηθειών	1
Δερματολογία	2026-05-12	Morning	Doctor	Δερματολογία	3
Δερματολογία	2026-05-12	Morning	Nurse	Νοσηλευτής	2
Δερματολογία	2026-05-12	Morning	Nurse	Προϊστάμενος	4
Επείγοντα	2026-05-12	Morning	Admin	Γραμματέας	1
Επείγοντα	2026-05-12	Morning	Admin	Υπεύθυνος Προμηθειών	1
Επείγοντα	2026-05-12	Morning	Doctor	Καρδιολογία	3
Επείγοντα	2026-05-12	Morning	Nurse	Προϊστάμενος	3
Επείγοντα	2026-05-12	Morning	Nurse	Νοσηλευτής	3
Καρδιολογία	2026-05-12	Morning	Admin	Λογιστής	1
Καρδιολογία	2026-05-12	Morning	Admin	Διαχειριστής	1
Καρδιολογία	2026-05-12	Morning	Doctor	Αιματολογία	1
Καρδιολογία	2026-05-12	Morning	Doctor	Καρδιολογία	1
Καρδιολογία	2026-05-12	Morning	Doctor	Παθολογία	1
Καρδιολογία	2026-05-12	Morning	Nurse	Νοσηλευτής	2
Καρδιολογία	2026-05-12	Morning	Nurse	Προϊστάμενος	2
Καρδιολογία	2026-05-12	Morning	Nurse	Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-12	Morning	Admin	Λογιστής	1
Μαιευτική	2026-05-12	Morning	Admin	Διαχειριστής	1
Μαιευτική	2026-05-12	Morning	Doctor	Γυναικολογία	2
Μαιευτική	2026-05-12	Morning	Doctor	Μαιευτική-Γυναικολογία	1
Μαιευτική	2026-05-12	Morning	Nurse	Βοηθός Νοσηλευτή	2
Μαιευτική	2026-05-12	Morning	Nurse	Νοσηλευτής	1
Μαιευτική	2026-05-12	Morning	Nurse	Προϊστάμενος	3
ΜΕΘ	2026-05-12	Morning	Admin	Λογιστής	1
ΜΕΘ	2026-05-12	Morning	Admin	Γραμματέας	1
ΜΕΘ	2026-05-12	Morning	Doctor	Πνευμονολογία	1
ΜΕΘ	2026-05-12	Morning	Doctor	Καρδιολογία	2
ΜΕΘ	2026-05-12	Morning	Nurse	Προϊστάμενος	4
ΜΕΘ	2026-05-12	Morning	Nurse	Νοσηλευτής	2
Νευρολογία	2026-05-12	Morning	Admin	Διαχειριστής	2
Νευρολογία	2026-05-12	Morning	Doctor	Νευρολογία	2
Νευρολογία	2026-05-12	Morning	Doctor	Ψυχιατρική	1
Νευρολογία	2026-05-12	Morning	Nurse	Νοσηλευτής	2
Νευρολογία	2026-05-12	Morning	Nurse	Προϊστάμενος	2
Νευρολογία	2026-05-12	Morning	Nurse	Βοηθός Νοσηλευτή	2
Νεφρολογία	2026-05-12	Morning	Admin	Υπεύθυνος Προμηθειών	1
Νεφρολογία	2026-05-12	Morning	Admin	Γραμματέας	1
Νεφρολογία	2026-05-12	Morning	Doctor	Νεφρολογία	3
Νεφρολογία	2026-05-12	Morning	Nurse	Βοηθός Νοσηλευτή	1
Νεφρολογία	2026-05-12	Morning	Nurse	Νοσηλευτής	3
Νεφρολογία	2026-05-12	Morning	Nurse	Προϊστάμενος	2
Ογκολογία	2026-05-12	Morning	Admin	Διαχειριστής	2
Ογκολογία	2026-05-12	Morning	Doctor	Αιματολογία	2
Ογκολογία	2026-05-12	Morning	Doctor	Ογκολογία	1
Ογκολογία	2026-05-12	Morning	Nurse	Νοσηλευτής	3
Ογκολογία	2026-05-12	Morning	Nurse	Προϊστάμενος	2
Ογκολογία	2026-05-12	Morning	Nurse	Βοηθός Νοσηλευτή	1
Ορθοπεδική	2026-05-12	Morning	Admin	Γραμματέας	1
Ορθοπεδική	2026-05-12	Morning	Admin	Υπεύθυνος Προμηθειών	1
Ορθοπεδική	2026-05-12	Morning	Doctor	Ορθοπεδική	3
Ορθοπεδική	2026-05-12	Morning	Nurse	Βοηθός Νοσηλευτή	4
Ορθοπεδική	2026-05-12	Morning	Nurse	Προϊστάμενος	2
Ουρολογία	2026-05-12	Morning	Admin	Υπεύθυνος Προμηθειών	1
Ουρολογία	2026-05-12	Morning	Admin	Γραμματέας	1
Ουρολογία	2026-05-12	Morning	Doctor	Ουρολογία	3
Ουρολογία	2026-05-12	Morning	Nurse	Νοσηλευτής	2
Ουρολογία	2026-05-12	Morning	Nurse	Βοηθός Νοσηλευτή	3
Ουρολογία	2026-05-12	Morning	Nurse	Προϊστάμενος	1
Οφθαλμολογία	2026-05-12	Morning	Admin	Λογιστής	1
Οφθαλμολογία	2026-05-12	Morning	Admin	Υπεύθυνος Προμηθειών	1
Οφθαλμολογία	2026-05-12	Morning	Doctor	Οφθαλμολογία	1
Οφθαλμολογία	2026-05-12	Morning	Doctor	Χειρουργική	2
Οφθαλμολογία	2026-05-12	Morning	Nurse	Βοηθός Νοσηλευτή	3
Οφθαλμολογία	2026-05-12	Morning	Nurse	Νοσηλευτής	3
Παιδιατρική	2026-05-12	Morning	Admin	Λογιστής	1
Παιδιατρική	2026-05-12	Morning	Admin	Γραμματέας	1
Παιδιατρική	2026-05-12	Morning	Doctor	Παιδιατρική	3
Παιδιατρική	2026-05-12	Morning	Nurse	Βοηθός Νοσηλευτή	2
Παιδιατρική	2026-05-12	Morning	Nurse	Νοσηλευτής	1
Παιδιατρική	2026-05-12	Morning	Nurse	Προϊστάμενος	3
Πνευμονολογία	2026-05-12	Morning	Admin	Λογιστής	1
Πνευμονολογία	2026-05-12	Morning	Admin	Διαχειριστής	1
Πνευμονολογία	2026-05-12	Morning	Doctor	Παθολογία	2
Πνευμονολογία	2026-05-12	Morning	Doctor	Πνευμονολογία	1
Πνευμονολογία	2026-05-12	Morning	Nurse	Νοσηλευτής	1
Πνευμονολογία	2026-05-12	Morning	Nurse	Προϊστάμενος	4
Πνευμονολογία	2026-05-12	Morning	Nurse	Βοηθός Νοσηλευτή	1
Χειρουργική	2026-05-12	Morning	Admin	Υπεύθυνος Προμηθειών	2
Χειρουργική	2026-05-12	Morning	Doctor	Αναισθησιολογία	1
Χειρουργική	2026-05-12	Morning	Doctor	Χειρουργική	2
Χειρουργική	2026-05-12	Morning	Nurse	Νοσηλευτής	2
Χειρουργική	2026-05-12	Morning	Nurse	Προϊστάμενος	3
Χειρουργική	2026-05-12	Morning	Nurse	Βοηθός Νοσηλευτή	1
Δερματολογία	2026-05-12	Night	Admin	Λογιστής	1
Δερματολογία	2026-05-12	Night	Admin	Υπεύθυνος Προμηθειών	1
Δερματολογία	2026-05-12	Night	Doctor	Παθολογία	2
Δερματολογία	2026-05-12	Night	Doctor	Δερματολογία	1
Δερματολογία	2026-05-12	Night	Nurse	Νοσηλευτής	3
Δερματολογία	2026-05-12	Night	Nurse	Βοηθός Νοσηλευτή	2
Δερματολογία	2026-05-12	Night	Nurse	Προϊστάμενος	1
Επείγοντα	2026-05-12	Night	Admin	Υπεύθυνος Προμηθειών	1
Επείγοντα	2026-05-12	Night	Admin	Διαχειριστής	1
Επείγοντα	2026-05-12	Night	Doctor	Καρδιολογία	2
Επείγοντα	2026-05-12	Night	Doctor	Παιδιατρική	1
Επείγοντα	2026-05-12	Night	Nurse	Προϊστάμενος	3
Επείγοντα	2026-05-12	Night	Nurse	Βοηθός Νοσηλευτή	1
Επείγοντα	2026-05-12	Night	Nurse	Νοσηλευτής	2
Καρδιολογία	2026-05-12	Night	Admin	Λογιστής	1
Καρδιολογία	2026-05-12	Night	Admin	Υπεύθυνος Προμηθειών	1
Καρδιολογία	2026-05-12	Night	Doctor	Καρδιολογία	1
Καρδιολογία	2026-05-12	Night	Doctor	Αιματολογία	1
Καρδιολογία	2026-05-12	Night	Doctor	Παθολογία	1
Καρδιολογία	2026-05-12	Night	Nurse	Προϊστάμενος	5
Καρδιολογία	2026-05-12	Night	Nurse	Νοσηλευτής	1
Μαιευτική	2026-05-12	Night	Admin	Λογιστής	1
Μαιευτική	2026-05-12	Night	Admin	Υπεύθυνος Προμηθειών	1
Μαιευτική	2026-05-12	Night	Doctor	Γυναικολογία	1
Μαιευτική	2026-05-12	Night	Doctor	Μαιευτική-Γυναικολογία	2
Μαιευτική	2026-05-12	Night	Nurse	Νοσηλευτής	2
Μαιευτική	2026-05-12	Night	Nurse	Βοηθός Νοσηλευτή	3
Μαιευτική	2026-05-12	Night	Nurse	Προϊστάμενος	1
ΜΕΘ	2026-05-12	Night	Admin	Διαχειριστής	1
ΜΕΘ	2026-05-12	Night	Admin	Γραμματέας	1
ΜΕΘ	2026-05-12	Night	Doctor	Αναισθησιολογία	2
ΜΕΘ	2026-05-12	Night	Doctor	Καρδιολογία	1
ΜΕΘ	2026-05-12	Night	Nurse	Προϊστάμενος	5
ΜΕΘ	2026-05-12	Night	Nurse	Νοσηλευτής	1
Νευρολογία	2026-05-12	Night	Admin	Λογιστής	1
Νευρολογία	2026-05-12	Night	Admin	Γραμματέας	1
Νευρολογία	2026-05-12	Night	Doctor	Ψυχιατρική	3
Νευρολογία	2026-05-12	Night	Nurse	Προϊστάμενος	3
Νευρολογία	2026-05-12	Night	Nurse	Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-12	Night	Nurse	Νοσηλευτής	1
Νεφρολογία	2026-05-12	Night	Admin	Διαχειριστής	1
Νεφρολογία	2026-05-12	Night	Admin	Υπεύθυνος Προμηθειών	1
Νεφρολογία	2026-05-12	Night	Doctor	Παθολογία	2
Νεφρολογία	2026-05-12	Night	Doctor	Νεφρολογία	1
Νεφρολογία	2026-05-12	Night	Nurse	Βοηθός Νοσηλευτή	6
Ογκολογία	2026-05-12	Night	Admin	Διαχειριστής	1
Ογκολογία	2026-05-12	Night	Admin	Υπεύθυνος Προμηθειών	1
Ογκολογία	2026-05-12	Night	Doctor	Ογκολογία	2
Ογκολογία	2026-05-12	Night	Doctor	Παθολογία	1
Ογκολογία	2026-05-12	Night	Nurse	Νοσηλευτής	1
Ογκολογία	2026-05-12	Night	Nurse	Προϊστάμενος	1
Ογκολογία	2026-05-12	Night	Nurse	Βοηθός Νοσηλευτή	4
Ορθοπεδική	2026-05-12	Night	Admin	Διαχειριστής	1
Ορθοπεδική	2026-05-12	Night	Admin	Υπεύθυνος Προμηθειών	1
Ορθοπεδική	2026-05-12	Night	Doctor	Ορθοπεδική	1
Ορθοπεδική	2026-05-12	Night	Doctor	Ρευματολογία	2
Ορθοπεδική	2026-05-12	Night	Nurse	Νοσηλευτής	1
Ορθοπεδική	2026-05-12	Night	Nurse	Βοηθός Νοσηλευτή	2
Ορθοπεδική	2026-05-12	Night	Nurse	Προϊστάμενος	3
Ουρολογία	2026-05-12	Night	Admin	Υπεύθυνος Προμηθειών	1
Ουρολογία	2026-05-12	Night	Admin	Λογιστής	1
Ουρολογία	2026-05-12	Night	Doctor	Χειρουργική	2
Ουρολογία	2026-05-12	Night	Doctor	Ουρολογία	1
Ουρολογία	2026-05-12	Night	Nurse	Νοσηλευτής	2
Ουρολογία	2026-05-12	Night	Nurse	Βοηθός Νοσηλευτή	1
Ουρολογία	2026-05-12	Night	Nurse	Προϊστάμενος	3
Οφθαλμολογία	2026-05-12	Night	Admin	Γραμματέας	2
Οφθαλμολογία	2026-05-12	Night	Doctor	Οφθαλμολογία	3
Οφθαλμολογία	2026-05-12	Night	Nurse	Προϊστάμενος	4
Οφθαλμολογία	2026-05-12	Night	Nurse	Βοηθός Νοσηλευτή	1
Οφθαλμολογία	2026-05-12	Night	Nurse	Νοσηλευτής	1
Παιδιατρική	2026-05-12	Night	Admin	Γραμματέας	1
Παιδιατρική	2026-05-12	Night	Admin	Διαχειριστής	1
Παιδιατρική	2026-05-12	Night	Doctor	Παιδιατρική	3
Παιδιατρική	2026-05-12	Night	Nurse	Προϊστάμενος	3
Παιδιατρική	2026-05-12	Night	Nurse	Βοηθός Νοσηλευτή	2
Παιδιατρική	2026-05-12	Night	Nurse	Νοσηλευτής	1
Πνευμονολογία	2026-05-12	Night	Admin	Υπεύθυνος Προμηθειών	2
Πνευμονολογία	2026-05-12	Night	Doctor	Παθολογία	1
Πνευμονολογία	2026-05-12	Night	Doctor	Πνευμονολογία	2
Πνευμονολογία	2026-05-12	Night	Nurse	Βοηθός Νοσηλευτή	2
Πνευμονολογία	2026-05-12	Night	Nurse	Νοσηλευτής	3
Πνευμονολογία	2026-05-12	Night	Nurse	Προϊστάμενος	1
Χειρουργική	2026-05-12	Night	Admin	Διαχειριστής	1
Χειρουργική	2026-05-12	Night	Admin	Λογιστής	1
Χειρουργική	2026-05-12	Night	Doctor	Αναισθησιολογία	2
Χειρουργική	2026-05-12	Night	Doctor	Χειρουργική	1
Χειρουργική	2026-05-12	Night	Nurse	Βοηθός Νοσηλευτή	2
Χειρουργική	2026-05-12	Night	Nurse	Προϊστάμενος	1
Χειρουργική	2026-05-12	Night	Nurse	Νοσηλευτής	3
ΩΡΛ	2026-05-12	Night	Admin	Γραμματέας	1
ΩΡΛ	2026-05-12	Night	Admin	Διαχειριστής	1
ΩΡΛ	2026-05-12	Night	Doctor	ΩΡΛ	2
ΩΡΛ	2026-05-12	Night	Doctor	Χειρουργική	1
ΩΡΛ	2026-05-12	Night	Nurse	Προϊστάμενος	2
ΩΡΛ	2026-05-12	Night	Nurse	Βοηθός Νοσηλευτή	2
ΩΡΛ	2026-05-12	Night	Nurse	Νοσηλευτής	2
Δερματολογία	2026-05-13	Afternoon	Admin	Λογιστής	2
Δερματολογία	2026-05-13	Afternoon	Doctor	Δερματολογία	1
Δερματολογία	2026-05-13	Afternoon	Doctor	Παθολογία	2
Δερματολογία	2026-05-13	Afternoon	Nurse	Νοσηλευτής	3
Δερματολογία	2026-05-13	Afternoon	Nurse	Προϊστάμενος	3
Επείγοντα	2026-05-13	Afternoon	Admin	Διαχειριστής	1
Επείγοντα	2026-05-13	Afternoon	Admin	Υπεύθυνος Προμηθειών	1
Επείγοντα	2026-05-13	Afternoon	Doctor	Χειρουργική	1
Επείγοντα	2026-05-13	Afternoon	Doctor	Καρδιολογία	2
